customer_id,age,gender,location,income_bracket,acquisition_channel,product_category,purchase_frequency,recency_days,avg_order_value,total_monetary_value,email_opened,email_clicked,social_engaged,paid_ad_clicked,campaign_converted,cac,clv,churn_flag,last_purchase_date
CUST00062,38,Male,Chennai,Premium (20L+),Social Media,Clothing,28,310,941.62,26365.36,1,1,1,1,1,2418.7,82524.83,0,2024-02-25
CUST00063,49,Male,Bangalore,High (8-20L),Email,Groceries,28,280,1765.76,49441.28,1,0,0,1,1,2915.88,83410.93,0,2024-03-26
CUST00064,39,Other,Kolkata,Low (<3L),Paid Ads,Groceries,28,40,12932.33,362105.24,1,1,1,0,1,857.36,1162719.54,0,2024-11-21
CUST00065,32,Other,Delhi,Premium (20L+),Email,Electronics,25,82,10647.2,266180.0,0,0,1,0,1,2729.59,429874.69,0,2024-10-10
CUST00066,36,Female,Pune,Premium (20L+),Social Media,Home & Kitchen,8,187,6357.16,50857.28,0,0,0,0,0,421.11,187007.25,0,2024-06-27
CUST00067,61,Male,Ahmedabad,Mid (3-8L),Social Media,Groceries,15,77,4033.47,60502.05,1,1,1,1,1,642.33,157566.97,0,2024-10-15
CUST00068,55,Female,Kolkata,High (8-20L),Referral,Sports,28,421,3228.49,90397.72,1,1,0,0,0,1205.09,202462.05,0,2023-11-06
CUST00069,36,Male,Kolkata,High (8-20L),Email,Clothing,19,28,11741.18,223082.42,0,0,1,1,1,844.33,781865.93,0,2024-12-03
CUST00070,58,Male,Hyderabad,Mid (3-8L),Email,Sports,29,88,9801.21,284235.09,1,1,0,1,1,452.37,636054.5,0,2024-10-04
CUST00071,44,Male,Chennai,Mid (3-8L),Organic,Electronics,29,356,8103.53,235002.37,1,1,1,1,1,1026.4,863866.93,0,2024-01-10
CUST00072,47,Male,Bangalore,Mid (3-8L),Referral,Beauty,28,160,5676.89,158952.92,1,0,0,1,0,2297.23,342607.68,0,2024-07-24
CUST00073,58,Female,Delhi,Mid (3-8L),Referral,Sports,1,96,13298.25,13298.25,1,1,0,0,1,1499.95,43255.12,0,2024-09-26
CUST00074,44,Male,Bangalore,Low (<3L),Email,Home & Kitchen,10,226,2006.97,20069.7,0,0,0,1,0,2077.36,67391.05,0,2024-05-19
CUST00075,44,Other,Bangalore,Premium (20L+),Email,Electronics,27,229,9350.09,252452.43,1,0,1,0,0,2861.55,918579.85,0,2024-05-16
CUST00076,61,Female,Pune,Low (<3L),Referral,Clothing,9,536,14532.64,130793.76,1,0,0,0,0,341.62,305242.93,0,2023-07-14
CUST00077,54,Male,Delhi,Mid (3-8L),Organic,Groceries,7,492,5129.83,35908.81,0,0,0,1,1,605.13,65532.87,0,2023-08-27
CUST00078,29,Male,Mumbai,Mid (3-8L),Email,Sports,12,487,8956.14,107473.68,0,0,0,1,0,2276.81,302561.39,0,2023-09-01
CUST00079,22,Female,Ahmedabad,High (8-20L),Organic,Beauty,19,619,6944.48,131945.12,0,0,0,1,0,2899.27,217981.72,0,2023-04-22
CUST00080,43,Female,Delhi,Premium (20L+),Referral,Home & Kitchen,3,648,5035.04,15105.12,0,0,0,0,0,970.04,46564.43,0,2023-03-24
CUST00081,63,Female,Kolkata,High (8-20L),Referral,Beauty,17,111,6623.93,112606.81,0,0,0,1,0,839.78,264325.24,0,2024-09-11
CUST00082,43,Female,Delhi,High (8-20L),Referral,Sports,11,49,4046.88,44515.68,0,0,1,0,0,439.02,114836.71,0,2024-11-12
CUST00083,65,Female,Bangalore,Low (<3L),Organic,Sports,18,155,5145.8,92624.4,0,0,1,1,1,2835.16,236872.28,0,2024-07-29
CUST00084,21,Female,Hyderabad,High (8-20L),Email,Home & Kitchen,19,211,3427.26,65117.94,1,0,0,1,1,1229.17,221825.18,0,2024-06-03
CUST00085,32,Female,Mumbai,High (8-20L),Email,Electronics,6,451,10629.67,63778.02,1,1,1,0,0,601.1,200477.38,0,2023-10-07
CUST00086,27,Other,Mumbai,Low (<3L),Organic,Electronics,7,345,6471.54,45300.78,1,0,1,1,1,1789.26,77572.72,0,2024-01-21
CUST00087,27,Male,Mumbai,Low (<3L),Paid Ads,Sports,15,53,6533.02,97995.3,1,0,0,0,0,1166.48,174159.64,0,2024-11-08
CUST00088,61,Other,Ahmedabad,High (8-20L),Email,Clothing,8,326,14771.35,118170.8,0,0,0,0,0,1043.97,239660.42,0,2024-02-09
CUST00089,34,Female,Pune,Low (<3L),Email,Electronics,16,290,2882.71,46123.36,1,1,0,1,0,2612.94,74062.85,0,2024-03-16
CUST00090,47,Male,Pune,Premium (20L+),Organic,Sports,13,4,9710.08,126231.04,1,0,0,1,0,2853.32,334542.84,0,2024-12-27
CUST00091,41,Male,Kolkata,Low (<3L),Social Media,Electronics,14,127,6186.61,86612.54,0,0,1,1,1,820.4,298622.25,0,2024-08-26
CUST00092,50,Other,Delhi,Mid (3-8L),Paid Ads,Clothing,12,70,12281.04,147372.48,0,0,0,0,0,916.71,284981.17,0,2024-10-22
CUST00093,59,Male,Bangalore,Premium (20L+),Referral,Groceries,25,153,11470.19,286754.75,1,1,1,1,0,391.2,747145.28,0,2024-07-31
CUST00094,35,Other,Mumbai,High (8-20L),Organic,Electronics,3,413,7087.61,21262.83,0,0,0,1,1,414.85,77835.25,0,2023-11-14
CUST00095,57,Other,Kolkata,Premium (20L+),Organic,Groceries,18,688,6911.09,124399.62,0,0,1,1,0,2881.62,326711.69,0,2023-02-12
CUST00096,63,Male,Bangalore,Low (<3L),Social Media,Sports,23,282,14867.49,341952.27,0,0,1,1,1,1284.77,1175003.39,0,2024-03-24
CUST00097,56,Male,Pune,Low (<3L),Paid Ads,Groceries,4,159,10272.18,41088.72,1,0,0,1,0,2058.11,155802.93,0,2024-07-25
CUST00098,59,Other,Kolkata,Mid (3-8L),Organic,Sports,23,644,4850.85,111569.55,1,1,1,0,1,2521.09,373416.22,0,2023-03-28
CUST00099,51,Male,Kolkata,High (8-20L),Email,Groceries,12,414,2949.86,35398.32,0,0,1,1,0,2999.93,66809.48,0,2023-11-13
CUST00100,24,Other,Mumbai,High (8-20L),Organic,Groceries,5,119,5837.78,29188.9,0,0,0,0,0,2219.31,46971.68,0,2024-09-03
CUST00101,61,Other,Chennai,Premium (20L+),Organic,Home & Kitchen,10,271,3739.84,37398.4,0,0,1,1,1,743.25,119516.57,0,2024-04-04
CUST00102,46,Female,Hyderabad,Premium (20L+),Organic,Electronics,17,302,14504.14,246570.38,0,0,0,1,0,1545.65,598680.35,0,2024-03-04
CUST00103,63,Other,Delhi,High (8-20L),Email,Groceries,25,566,4310.03,107750.75,0,0,1,0,1,821.71,283149.57,0,2023-06-14
CUST00104,19,Female,Mumbai,Premium (20L+),Organic,Sports,12,489,5976.64,71719.68,0,0,1,0,0,2806.31,258043.16,0,2023-08-30
CUST00105,39,Male,Bangalore,Low (<3L),Paid Ads,Clothing,30,247,10532.26,315967.8,0,0,1,1,1,2736.4,488963.24,0,2024-04-28
CUST00106,27,Other,Kolkata,Low (<3L),Paid Ads,Home & Kitchen,8,422,2091.17,16729.36,0,0,1,1,0,2542.73,45998.6,0,2023-11-05
CUST00107,19,Other,Chennai,Mid (3-8L),Paid Ads,Electronics,14,729,9337.7,130727.8,0,0,1,0,1,439.72,514627.79,0,2023-01-02
CUST00108,51,Other,Mumbai,Premium (20L+),Referral,Sports,2,80,5987.16,11974.32,1,0,0,1,1,1165.45,39902.66,0,2024-10-12
CUST00109,24,Other,Pune,Mid (3-8L),Email,Beauty,12,171,5276.64,63319.68,0,0,1,1,1,2472.19,104968.28,0,2024-07-13
CUST00110,20,Female,Chennai,Low (<3L),Social Media,Electronics,29,688,4939.26,143238.54,1,1,1,1,0,2011.32,317313.08,0,2023-02-12
CUST00111,59,Female,Hyderabad,Low (<3L),Paid Ads,Groceries,14,321,11226.62,157172.68,1,0,0,1,1,1228.57,549039.88,0,2024-02-14
CUST00112,23,Other,Kolkata,Low (<3L),Referral,Sports,20,546,8318.47,166369.4,1,0,1,1,0,1887.34,426785.79,0,2023-07-04
CUST00113,46,Female,Ahmedabad,Low (<3L),Paid Ads,Electronics,20,285,4335.96,86719.2,0,0,0,1,0,2443.07,277373.66,0,2024-03-21
CUST00114,27,Other,Ahmedabad,Low (<3L),Social Media,Groceries,3,489,11744.18,35232.54,1,0,0,0,0,2101.37,136422.47,0,2023-08-30
CUST00115,46,Male,Bangalore,High (8-20L),Referral,Home & Kitchen,11,65,4396.74,48364.14,0,0,0,0,0,1597.32,119336.99,0,2024-10-27
CUST00116,25,Female,Hyderabad,Premium (20L+),Social Media,Beauty,20,438,10501.52,210030.4,1,0,0,0,0,1465.72,786920.39,0,2023-10-20
CUST00117,23,Other,Pune,High (8-20L),Email,Clothing,18,175,4568.33,82229.94,1,1,0,1,0,539.81,164661.42,0,2024-07-09
CUST00118,33,Female,Mumbai,High (8-20L),Organic,Sports,19,353,7170.87,136246.53,0,0,0,0,0,1066.01,544848.19,0,2024-01-13
CUST00119,48,Other,Kolkata,Premium (20L+),Organic,Home & Kitchen,3,602,14593.98,43781.94,0,0,1,1,1,1164.64,161769.91,0,2023-05-09
CUST00120,58,Other,Bangalore,Mid (3-8L),Referral,Home & Kitchen,17,674,12521.44,212864.48,0,0,1,0,0,2817.27,439283.26,0,2023-02-26
CUST00121,36,Male,Hyderabad,Mid (3-8L),Organic,Home & Kitchen,9,602,9487.83,85390.47,0,0,0,0,0,679.36,261397.13,0,2023-05-09
CUST00122,39,Other,Mumbai,Low (<3L),Email,Groceries,2,74,11634.03,23268.06,1,1,1,0,0,1956.06,51752.33,0,2024-10-18
CUST00123,48,Male,Kolkata,High (8-20L),Referral,Groceries,3,25,1180.72,3542.16,1,0,1,0,0,602.27,12942.03,0,2024-12-06
CUST00124,64,Female,Kolkata,Mid (3-8L),Paid Ads,Groceries,17,155,1860.9,31635.3,0,0,1,0,0,894.17,55109.61,0,2024-07-29
CUST00125,42,Other,Kolkata,Mid (3-8L),Social Media,Beauty,27,395,14026.15,378706.05,1,0,0,1,1,1507.08,1400337.26,0,2023-12-02
CUST00126,19,Male,Kolkata,Premium (20L+),Social Media,Groceries,7,133,5487.56,38412.92,0,0,1,1,0,2559.98,122203.08,0,2024-08-20
CUST00127,52,Male,Delhi,Premium (20L+),Social Media,Electronics,29,460,10994.37,318836.73,1,0,1,0,0,745.03,919224.57,0,2023-09-28
CUST00128,42,Other,Ahmedabad,High (8-20L),Organic,Clothing,22,105,2046.52,45023.44,0,0,1,1,1,1149.44,173221.9,0,2024-09-17
CUST00129,30,Other,Kolkata,Low (<3L),Email,Home & Kitchen,2,590,10789.8,21579.6,1,1,0,0,0,1916.59,41136.22,1,2023-05-21
CUST00130,65,Female,Pune,Premium (20L+),Organic,Sports,10,244,12291.51,122915.1,1,0,0,1,0,2430.91,407255.9,0,2024-05-01
CUST00131,58,Male,Ahmedabad,High (8-20L),Organic,Sports,19,497,10904.58,207187.02,1,0,1,0,1,878.15,607353.35,0,2023-08-22
CUST00132,25,Male,Mumbai,Premium (20L+),Paid Ads,Clothing,14,575,6370.51,89187.14,0,0,1,1,1,2260.34,147667.43,0,2023-06-05
CUST00133,51,Male,Pune,Premium (20L+),Organic,Sports,13,409,14363.28,186722.64,1,1,1,1,1,2629.43,597860.63,0,2023-11-18
CUST00134,34,Other,Ahmedabad,Mid (3-8L),Social Media,Sports,9,159,4687.94,42191.46,1,1,0,1,0,1176.65,161772.65,0,2024-07-25
CUST00135,35,Female,Delhi,Premium (20L+),Referral,Beauty,27,377,14332.75,386984.25,0,0,1,0,0,2199.6,915569.44,0,2023-12-20
CUST00136,59,Female,Ahmedabad,Mid (3-8L),Social Media,Clothing,27,179,4285.65,115712.55,1,0,0,0,0,342.14,435421.75,0,2024-07-05
CUST00137,58,Male,Mumbai,Low (<3L),Referral,Beauty,11,247,1778.01,19558.11,0,0,0,0,0,1339.34,75055.82,0,2024-04-28
CUST00138,48,Other,Chennai,High (8-20L),Paid Ads,Clothing,10,69,1169.69,11696.9,0,0,0,0,0,2757.04,22664.64,0,2024-10-23
CUST00139,20,Female,Ahmedabad,Mid (3-8L),Paid Ads,Clothing,29,692,436.23,12650.67,0,0,1,1,0,1995.67,35558.46,0,2023-02-08
CUST00140,50,Female,Hyderabad,Mid (3-8L),Email,Clothing,11,564,11047.45,121521.95,1,1,0,1,1,1789.79,412349.12,0,2023-06-16
CUST00141,57,Other,Kolkata,Premium (20L+),Organic,Electronics,11,642,6192.25,68114.75,0,0,0,0,0,1536.87,261530.91,0,2023-03-30
CUST00142,34,Female,Chennai,Premium (20L+),Paid Ads,Groceries,11,421,8862.17,97483.87,0,0,1,1,1,373.95,175038.34,0,2023-11-06
CUST00143,28,Female,Hyderabad,Low (<3L),Paid Ads,Sports,12,101,3546.48,42557.76,0,0,1,0,0,2968.75,103588.23,0,2024-09-21
CUST00144,53,Female,Chennai,Mid (3-8L),Organic,Clothing,28,647,8024.95,224698.6,1,0,0,0,0,2520.57,844242.16,0,2023-03-25
CUST00145,54,Other,Bangalore,Mid (3-8L),Paid Ads,Clothing,28,198,6795.06,190261.68,0,0,1,0,1,1447.35,311855.92,0,2024-06-16
CUST00146,50,Female,Ahmedabad,Low (<3L),Organic,Electronics,15,42,12161.66,182424.9,0,0,1,1,1,2288.25,537383.29,0,2024-11-19
CUST00147,45,Female,Delhi,Low (<3L),Email,Beauty,30,247,766.5,22995.0,1,0,0,1,0,2695.73,60277.78,0,2024-04-28
CUST00148,42,Male,Bangalore,High (8-20L),Email,Beauty,6,180,6077.96,36467.76,0,0,0,0,0,2317.3,143910.05,0,2024-07-04
CUST00149,61,Other,Kolkata,Premium (20L+),Social Media,Electronics,8,259,5388.55,43108.4,1,0,0,0,0,2466.54,109844.58,0,2024-04-16
CUST00150,33,Male,Delhi,Low (<3L),Organic,Clothing,2,273,9087.44,18174.88,0,0,0,0,0,1326.34,37910.04,0,2024-04-02
CUST00151,21,Male,Hyderabad,Mid (3-8L),Organic,Home & Kitchen,11,139,9089.39,99983.29,1,0,0,0,0,1357.97,218751.92,0,2024-08-14
CUST00152,55,Other,Bangalore,Premium (20L+),Organic,Home & Kitchen,16,682,14592.67,233482.72,1,1,1,1,0,1039.69,457555.49,0,2023-02-18
CUST00153,48,Male,Chennai,High (8-20L),Social Media,Beauty,26,256,13746.7,357414.2,1,1,0,1,0,769.34,1113975.94,0,2024-04-19
CUST00154,41,Male,Chennai,Low (<3L),Paid Ads,Sports,13,41,9193.05,119509.65,0,0,0,0,0,2453.02,354819.28,0,2024-11-20
CUST00155,53,Male,Ahmedabad,Mid (3-8L),Paid Ads,Beauty,10,715,3413.57,34135.7,0,0,0,1,1,2147.75,111262.63,0,2023-01-16
CUST00156,33,Other,Pune,High (8-20L),Referral,Groceries,15,184,9836.2,147543.0,1,0,1,1,0,2947.69,394489.56,0,2024-06-30
CUST00157,31,Female,Pune,Premium (20L+),Email,Home & Kitchen,19,504,11196.41,212731.79,0,0,1,1,0,749.34,441428.37,0,2023-08-15
CUST00158,33,Female,Pune,High (8-20L),Referral,Home & Kitchen,24,73,11172.03,268128.72,1,0,1,0,0,1730.33,525564.31,0,2024-10-19
CUST00159,59,Male,Mumbai,Low (<3L),Email,Groceries,25,724,6362.17,159054.25,0,0,0,0,0,225.6,439678.8,0,2023-01-07
CUST00160,21,Other,Ahmedabad,Premium (20L+),Email,Sports,1,186,8409.16,8409.16,0,0,0,1,0,1002.73,23171.78,0,2024-06-28
CUST00161,61,Female,Bangalore,Low (<3L),Email,Clothing,17,578,3842.24,65318.08,1,1,1,1,0,2886.03,172929.25,0,2023-06-02
CUST00162,62,Male,Hyderabad,Low (<3L),Email,Sports,3,315,5875.18,17625.54,1,0,0,0,0,431.52,63686.8,0,2024-02-20
CUST00163,39,Other,Delhi,Low (<3L),Social Media,Groceries,7,22,13347.05,93429.35,1,0,0,1,1,1777.83,147829.0,0,2024-12-09
CUST00164,19,Male,Bangalore,Premium (20L+),Email,Sports,10,564,8590.19,85901.9,1,1,1,1,1,591.86,341133.19,0,2023-06-16
CUST00165,23,Other,Pune,Low (<3L),Email,Beauty,14,493,12628.52,176799.28,1,1,1,1,0,965.32,703920.09,0,2023-08-26
CUST00166,32,Female,Kolkata,Premium (20L+),Social Media,Sports,22,131,10011.88,220261.36,0,0,1,0,1,429.71,415314.34,0,2024-08-22
CUST00167,58,Male,Kolkata,High (8-20L),Paid Ads,Home & Kitchen,4,637,376.37,1505.48,1,0,1,0,0,724.7,3947.53,0,2023-04-04
CUST00168,50,Female,Delhi,Low (<3L),Email,Home & Kitchen,12,163,1668.04,20016.48,1,1,0,1,0,2381.67,66296.78,0,2024-07-21
CUST00169,33,Other,Bangalore,Premium (20L+),Social Media,Groceries,5,455,4726.63,23633.15,1,0,0,1,0,1039.31,81691.92,0,2023-10-03
CUST00170,34,Male,Ahmedabad,Mid (3-8L),Referral,Sports,4,592,4778.47,19113.88,1,0,1,1,0,1405.73,68023.2,0,2023-05-19
CUST00171,56,Male,Hyderabad,High (8-20L),Organic,Home & Kitchen,23,525,7341.44,168853.12,0,0,1,1,0,2145.88,460549.97,0,2023-07-25
CUST00172,33,Female,Kolkata,High (8-20L),Referral,Sports,12,614,14001.39,168016.68,0,0,0,0,0,2868.41,445925.6,0,2023-04-27
CUST00173,31,Female,Hyderabad,Low (<3L),Referral,Beauty,22,219,2345.93,51610.46,1,0,0,1,1,407.1,205241.98,0,2024-05-26
CUST00174,55,Female,Kolkata,Low (<3L),Paid Ads,Sports,23,181,9029.15,207670.45,0,0,0,0,0,2041.28,495817.78,0,2024-07-03
CUST00175,57,Male,Kolkata,High (8-20L),Referral,Sports,4,720,1749.52,6998.08,0,0,0,1,0,1496.58,22386.08,0,2023-01-11
CUST00176,50,Male,Pune,Low (<3L),Referral,Clothing,4,428,6414.84,25659.36,0,0,0,0,0,1175.32,60496.22,0,2023-10-30
CUST00177,51,Female,Pune,Premium (20L+),Email,Sports,15,17,6950.97,104264.55,0,0,1,0,1,522.24,377745.25,0,2024-12-14
CUST00178,24,Other,Bangalore,Mid (3-8L),Organic,Beauty,6,165,2653.99,15923.94,1,1,0,1,1,721.88,50053.24,0,2024-07-19
